Timestamp,Port,OutputFile
2025-10-22 16:17:11.766,/dev/tty.usbmodem34B7DA61F2202,b1_026_green
2025-10-22 16:19:42.270,/dev/tty.usbmodem34B7DA61F2202,b1_026_blue
2025-10-22 16:20:35.857,/dev/tty.usbmodem34B7DA61F2202,b1_026_perple
2025-10-22 16:21:29.565,/dev/tty.usbmodem34B7DA61F2202,b1_026_red
2025-10-28 18:11:55.209,/dev/tty.usbmodem34B7DA61F2202,b1_026_red
2025-10-29 12:55:10.526,/dev/tty.usbmodem34B7DA61F2202,b1_026_test
