Timestamp,Port,OutputFile
2025-10-28 23:26:42.757,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-28 23:28:25.367,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-28 23:31:21.881,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-28 23:32:58.102,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 12:51:40.038,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 12:57:11.869,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 12:58:52.311,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 13:08:37.494,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 13:15:49.022,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 13:18:43.003,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 14:31:13.966,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 14:46:30.991,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 14:59:05.968,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 15:17:53.754,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 15:27:38.970,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 15:42:09.039,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 15:45:56.598,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 15:50:45.474,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 15:57:05.946,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 15:59:49.769,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 16:02:03.300,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 16:03:36.685,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 16:11:06.232,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 16:13:18.268,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 16:16:12.407,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 16:20:45.710,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 16:46:20.018,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 16:50:03.100,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 16:51:40.094,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 16:53:54.789,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 16:57:18.332,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 16:59:21.459,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 17:06:28.893,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 17:08:41.281,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-10-29 17:10:47.153,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse
2025-12-03 18:18:25.560,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse_test
2025-12-03 18:19:04.812,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse_test
2025-12-03 18:20:18.925,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse_test
2025-12-03 18:20:53.031,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse_test
2025-12-03 18:21:53.717,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse_test
2025-12-07 16:31:07.339,/dev/tty.usbmodem34B7DA61F2202,b3_026_pulse_test
